device_id,dev_eui,dev_addr,timestamp,temperature,humidity,barometric_pressure,analog_in_1,analog_in_2,rssi,snr,latitude,longitude,gateway_id,frequency,spreading_factor,bandwidth
device-2712,18D942E9B4C7848D,725D71C5,2025-06-16T22:52:04,31.43,52.35,964.7,4.35,0.76,-47,0.21,86.801257,-155.376575,happy-process,868300000,8,125000
device-0423,9D4108E1D23BF129,A23CA6BE,2025-03-29T09:56:52,27.55,11.15,1042.3,2.38,2.37,-78,-5.75,-14.734565,-149.598567,building-fly,868300000,7,250000
device-0178,6D58F121FE7D2B76,32EF070B,2024-09-24T19:27:04,48.21,46.65,966.6,3.11,4.55,-53,12.76,72.132589,61.437059,think-brother-state,868300000,8,125000
device-3827,7B874CB1382CB004,D3DE413A,2025-02-15T12:06:30,32.42,34.14,957.7,3.93,2.11,-42,-12.42,-38.564902,-1.77335,couple-air-already,868300000,12,125000
device-1681,7570C813639D167C,D2EDDE37,2024-11-21T01:40:16,19.87,44.91,1001.5,4.77,0.62,-61,-0.52,-10.682902,95.21907,pattern-explain,869500000,12,250000
device-2255,C05FF9FED97FDF1B,974E6834,2024-09-05T07:26:11,5.26,13.2,972.1,3.45,3.25,-87,10.63,-2.671706,28.729977,bank-through-oil,867100000,8,125000
device-1147,D777367B3A6A7849,63C03BF2,2025-03-15T19:07:27,11.72,61.77,1005.7,3.37,4.15,-81,-14.75,67.30113,-45.923954,personal-dinner,867100000,12,250000
device-3463,2DF543A2E6B56170,1BD9DC87,2025-03-02T12:08:30,11.0,50.9,1047.1,3.83,4.52,-115,1.02,-59.369226,89.342358,big-for-operation,867100000,10,250000
device-4190,A7F8A3D720040279,7D492CE6,2024-10-10T07:06:53,-2.74,51.77,961.3,3.47,3.89,-43,2.57,40.965292,118.829393,nor-so-leg,868300000,9,125000
device-2497,E916E7ED42011497,2BAA3131,2024-10-29T10:30:25,-7.93,64.92,1008.8,2.39,3.92,-97,9.98,53.441129,20.79112,executive-week,869500000,8,125000
device-3054,DF419F74D421CE25,67393E53,2025-01-03T11:28:55,-2.2,29.5,1022.2,3.53,3.12,-30,1.09,72.636061,-52.131508,usually-bed,868300000,12,250000
device-3782,99544ABFF783DB89,0CA99841,2025-03-12T06:20:29,42.46,12.87,950.5,2.76,0.65,-70,0.23,-86.774117,15.117204,whole-with-image,869500000,10,250000
device-1062,CCD48BBBC2EC5D33,133DE942,2025-03-31T14:38:33,-6.05,81.9,1017.7,0.73,4.26,-36,-11.58,-44.660101,123.351422,blue-event-should,868300000,10,125000
device-0258,D67460B772ECA58B,35A602BD,2025-01-28T08:19:32,-6.48,11.33,984.7,4.74,3.34,-31,0.35,-89.348055,177.685697,degree-blue-per,867100000,7,250000
device-2267,86BDA56E7405A53A,E4EE5CD5,2025-05-27T17:15:09,0.87,30.13,961.8,2.38,2.81,-92,-18.36,-25.93972,-5.226256,western-really,867100000,10,250000
device-3771,B75D16CECDC8CF0D,0978E3A6,2024-12-15T11:51:30,35.84,39.36,1044.2,4.43,2.04,-69,-1.31,7.968952,-7.651015,model-choice-teach,868300000,8,125000
device-1854,FDA577EC2BE8874F,496BC3E0,2024-09-02T06:01:02,10.43,10.17,978.5,1.82,3.34,-65,-14.3,-42.790396,170.387858,fund-toward,868300000,7,250000
device-3462,30EE889E103D09A8,B50E528D,2024-10-14T00:43:18,11.52,68.35,976.4,1.58,3.93,-70,1.0,-36.192929,109.834228,likely-word-keep,869500000,8,125000
device-2729,316D406BB73D4940,1A5BC29C,2025-05-05T10:23:51,-6.87,70.71,1028.4,3.67,2.08,-38,-19.99,67.203415,-3.121419,side-culture-role,867100000,7,125000
device-2488,72DA6569C30DF26A,484CAB3A,2025-07-04T01:30:24,-2.74,78.35,1018.8,1.3,1.16,-33,-13.26,-36.958624,-67.694411,every-sort-happen,867100000,8,125000
device-1625,74F87F8DDB75177A,EC500529,2025-02-04T16:07:32,-6.79,69.26,994.1,2.65,2.97,-63,-1.56,71.843292,-127.975548,catch-watch-draw,868300000,11,250000
device-0993,A0DE0EFD182B088B,BC863147,2024-12-04T11:55:36,-3.04,59.3,966.6,4.7,1.32,-92,-8.64,-45.3555,-21.903194,four-help-movie,869500000,11,125000
device-2408,7D22669FBB2B4C07,C49BAAFE,2025-04-17T11:41:31,22.13,60.42,1015.6,1.39,1.27,-97,-3.82,51.733617,64.348325,effort-provide,868300000,9,125000
device-0489,C0334F7E67752697,8794D43A,2024-11-04T15:42:32,20.34,28.12,1030.3,4.35,2.81,-116,-0.12,-56.476215,13.549533,watch-morning-near,869500000,8,250000
device-4671,455783F56091271A,51F3C7EA,2025-05-06T05:33:02,1.19,33.87,1024.6,3.31,1.86,-71,-11.14,-20.998054,-54.567909,baby-bad-ready-gas,867100000,10,125000
device-0806,313F063C40B35ABD,73316A9E,2024-10-01T06:11:51,-6.31,30.2,977.8,2.2,2.46,-111,-17.11,-24.124942,15.636758,town-reality-dog,867100000,12,125000
device-4353,7B90151BB68E3AB6,36C86131,2025-05-17T01:39:06,9.04,50.94,981.6,1.68,0.82,-116,-12.38,-52.559515,166.090019,easy-build-sell,867100000,9,125000
device-3939,ACA272CC1891D1DD,A516623A,2025-07-12T07:02:08,21.83,51.94,992.3,3.48,3.42,-92,9.71,17.110772,151.690087,seek-manager-simply,869500000,8,125000
device-1571,CDD748E5F6ED3105,C9EE9745,2024-12-13T09:49:07,20.74,60.12,1031.1,2.1,1.79,-104,-3.49,-12.754871,16.628376,film-once-affect,867100000,12,250000
device-4417,2A44E756CBC9BF96,AAE20F95,2025-03-14T09:54:33,24.92,18.99,956.2,4.88,2.02,-110,-6.08,48.106672,-27.433662,season-special,867100000,11,250000
device-2683,B673002F226CD4F1,D82CC02B,2024-09-22T04:47:34,-9.13,23.63,1040.4,1.72,2.07,-117,-3.02,-9.900798,160.752553,crime-culture-claim,867100000,10,250000
device-2028,570D67D9A07FE1C2,5E56B3CD,2024-08-24T03:47:52,21.54,33.29,988.3,4.39,2.51,-109,-5.42,-84.582301,154.624003,history-where-trade,867100000,10,250000
device-3474,C0D92A47B5C9E448,02BC5C3A,2024-10-27T02:48:09,17.72,15.87,993.0,4.78,2.43,-87,-19.66,-19.939797,-98.286102,effect-blood-set,869500000,11,125000
device-4480,165E76E67E3DA60D,3AFE32CC,2024-12-16T19:48:09,22.65,74.29,1044.0,2.77,3.24,-37,-7.47,4.661407,-93.633141,leader-much-almost,869500000,9,125000
device-1696,0C2B1E67CCFFFF9D,857D45A2,2024-09-06T14:20:28,46.84,60.61,1049.0,0.8,2.37,-98,-4.62,-59.152487,169.283799,old-team-beat-movie,867100000,9,250000
device-2463,212568BC7FBEE0C1,F2647F2A,2025-05-08T00:25:13,9.78,59.13,1049.5,4.41,4.36,-74,-3.42,6.368079,129.469109,visit-various-small,868300000,9,250000
device-0189,152F3A8E094F97A1,57EC6BC6,2024-11-02T00:31:16,-5.72,71.48,999.5,2.12,3.58,-107,-4.46,-23.892569,78.463707,claim-success-have,867100000,11,250000
device-2078,919F0D16889705D5,68C39DCC,2024-12-08T10:12:05,48.88,80.11,995.4,4.2,1.51,-107,2.73,17.2529,-12.8149,group-involve,868300000,11,125000
device-3955,69DEFA063FD62CD2,A49A6027,2024-09-23T07:24:42,4.58,14.24,1012.7,1.18,0.65,-61,-18.36,76.925154,117.890276,one-thought-give,869500000,9,250000
device-3189,2ACAEDC61A2759B7,458D5E8C,2024-10-16T16:31:43,19.6,88.6,955.0,2.39,4.27,-70,-0.75,-53.112189,81.794417,keep-turn-sound,868300000,11,125000
device-2222,36499967C3AB0B90,E1234237,2025-02-27T22:02:28,48.26,10.62,1000.2,1.98,4.23,-100,-8.22,-30.102453,74.040132,whole-hour-feel-too,869500000,12,250000
device-1426,E75FD4563D15B127,01E3665F,2024-07-19T02:16:16,4.48,68.67,1025.5,2.36,3.02,-80,-3.61,59.122023,46.256447,chance-music-tax,869500000,8,125000
device-0039,F7D6C21B0BA3F8E2,7175FFD4,2024-10-01T03:17:43,42.68,18.9,1045.2,3.1,2.66,-66,10.61,-74.54425,31.04284,kind-require,869500000,7,250000
device-3615,04CFEF335E13BCC5,69F8F667,2024-10-11T14:51:58,16.62,63.55,1016.9,4.04,2.98,-65,-14.65,-7.784066,-14.53442,reveal-large-long,867100000,8,125000
device-2155,B35EBAFF7719C430,2667CC6C,2025-01-17T21:18:49,36.24,24.66,1004.5,1.76,1.79,-98,14.84,88.039497,151.197657,it-future-loss-able,868300000,11,250000
device-2135,78AF4466FF5BC1B0,D2EDE7B6,2024-10-13T17:43:12,10.74,54.25,982.7,2.35,4.62,-41,12.15,-46.464986,-71.14098,well-international,869500000,8,250000
device-0637,C682E7C17B469D39,BF51FB67,2024-10-02T22:21:39,31.3,41.07,994.2,2.47,2.2,-82,14.95,65.731458,76.945141,congress-cut-as-sea,868300000,10,250000
device-1291,CD99A2B8BDCE3B39,2D784472,2025-02-09T17:25:29,5.89,83.23,980.8,3.04,4.83,-30,-4.35,86.934587,156.986325,oil-sense-capital,869500000,9,250000
device-1912,44E2047459014879,B26F5679,2024-08-06T13:28:34,28.54,36.43,995.6,1.84,0.97,-79,9.26,17.838839,123.377064,top-take-form,869500000,11,250000
device-1135,6B514329BBAFF0E5,720E7A8C,2024-08-15T14:01:16,33.43,30.2,971.5,1.16,3.66,-80,11.44,-55.48589,-153.75934,add-case-economy,868300000,8,250000
device-4863,BD8299BD08D6EF4C,80994412,2024-08-10T01:15:33,43.28,11.79,997.0,4.62,4.46,-92,-11.16,63.570111,34.448325,several-carry-she,867100000,10,125000
device-1926,1A1159777F040B77,DA804791,2024-08-10T04:35:21,6.18,11.3,960.1,1.7,3.29,-32,-9.4,21.431027,-175.708905,event-scene-perhaps,869500000,8,125000
device-0956,CAC3952EDC25787C,E7C460C1,2024-09-09T21:25:39,30.79,67.99,1008.7,1.31,3.71,-82,1.6,8.671269,60.482311,report-page-more,867100000,7,125000
device-1257,835A48255924E81E,E4B96C58,2024-09-19T01:18:44,6.49,20.73,1029.3,1.31,4.39,-68,-7.01,53.820026,-13.909174,ask-probably-their,869500000,7,125000
device-3513,AE48B112AAF61A85,60682EAE,2025-02-07T04:02:58,-0.98,85.61,1027.1,4.02,4.65,-71,11.38,18.885307,153.789141,because-here-fine,868300000,9,250000
device-3266,B084EA1561D4F8C8,ED5D0B5D,2024-08-04T17:32:10,13.09,64.92,966.4,0.66,3.86,-113,-3.31,2.18834,-21.570898,the-also-land,868300000,7,125000
device-3173,E4C1D24087CE67C9,B75C1958,2025-06-25T17:06:44,1.29,54.04,954.0,0.86,2.49,-103,7.44,-25.586357,-26.790141,whole-consider-than,867100000,7,250000
device-0123,2AA7EF52054011BA,B316EA23,2024-08-05T07:41:56,33.57,46.55,999.5,4.88,4.79,-106,12.69,48.73818,152.137276,career-bag-summer,868300000,9,250000
device-1261,77B6BCA1D76FC003,C11F1859,2025-02-20T14:27:42,-4.17,50.08,1026.5,2.71,2.31,-112,3.57,-40.314924,50.71759,strategy-fill-now,867100000,10,250000
device-3900,0C2238B0A73271DB,50BEB245,2025-04-02T08:37:14,49.3,60.01,987.9,3.14,4.48,-111,-1.44,-11.560033,5.880796,rate-writer-guess,867100000,9,250000
device-0105,6594FB53CCAD2055,8D998FB9,2024-08-14T23:39:46,23.03,71.88,979.9,1.07,4.25,-49,1.43,-59.884039,85.757141,individual-firm,868300000,12,250000
device-1284,35711FF909E56EA8,7B0D2E7B,2025-06-21T08:34:04,33.16,82.75,1041.0,3.01,4.26,-99,-13.76,49.151055,-49.812262,goal-current-level,868300000,10,250000
device-1075,25F0AEB8B398DBF3,CFD5719A,2025-01-22T01:53:10,37.23,68.54,986.2,1.59,2.94,-74,2.63,-22.293095,-80.542702,material-while,869500000,8,125000
device-1787,C995EBBBDA02FE9A,3DC67FD9,2025-06-07T00:46:41,46.43,77.09,1013.9,4.8,1.41,-54,4.92,-40.024816,-129.80461,figure-along-hand,867100000,9,125000
device-0340,5CBE027642159EA8,726A7493,2024-12-30T13:58:10,8.47,33.09,1019.4,3.17,2.22,-65,-5.41,80.521901,-141.418636,know-different,867100000,12,250000
device-1538,0DB482430A56A130,42DECBD2,2025-05-29T00:21:19,34.89,49.31,1047.2,4.19,3.92,-60,-4.89,77.7749,36.218434,form-single-stay,868300000,11,250000
device-3547,A3703EF180341B22,64554C3A,2024-09-08T19:01:12,-1.18,63.57,982.4,1.45,3.3,-60,-11.8,-65.543818,-31.324114,style-miss-your,867100000,8,250000
device-2491,5D3E5B4BFA41ADC8,81B25C42,2025-02-01T15:44:29,38.61,82.2,965.9,2.65,4.46,-108,-7.91,53.333538,47.460065,bill-up-machine-man,868300000,10,125000
device-0246,D9FAF3E036C6D3B1,A634D924,2024-10-09T03:41:07,45.91,51.72,954.9,3.43,2.15,-40,12.02,-78.239969,106.680209,heavy-worry-house,867100000,11,125000
device-2366,51DADDA01A18FEA0,64C7B02D,2025-04-24T19:57:53,4.03,47.09,1044.1,4.7,2.92,-75,-9.23,-8.59518,71.657586,rest-wonder-wear,868300000,9,250000
device-4747,354F43E3DD5AD32A,04F4D385,2024-10-23T19:46:50,9.32,48.97,1031.2,4.81,4.45,-47,-3.23,23.905705,-174.210515,somebody-although,867100000,8,250000
device-4706,753B40D3EBFF6D96,74EC2D67,2024-11-29T11:46:53,12.7,84.54,1015.7,2.32,2.56,-35,11.35,71.506662,-176.601326,nation-environment,868300000,7,250000
device-3623,6E339E81F01E2594,8866C6A9,2025-04-24T10:53:42,48.31,78.57,953.2,0.92,3.97,-114,7.68,69.433752,64.52087,program-decade,868300000,12,125000
device-1919,7758D687658333F3,BF2AF9D6,2025-05-21T00:10:51,17.45,87.66,962.2,1.06,4.29,-98,13.09,33.703836,-32.870181,across-poor-game,868300000,12,250000
device-0626,93612E78D4717A9C,EFD87E74,2025-02-28T09:04:39,-4.73,63.46,1012.9,3.21,0.99,-67,-9.83,27.466463,-163.362457,analysis-work,868300000,12,250000
device-2796,5B745DB83499D590,964F6903,2024-08-04T18:03:45,2.43,59.37,1011.6,4.14,2.4,-47,12.86,9.608804,173.805847,describe-positive,867100000,12,250000
device-3785,2BD47B77A7E5F992,8286EFDB,2024-09-26T04:00:45,43.37,40.96,969.7,4.97,1.13,-66,-12.21,57.036452,-155.816285,system-attack-among,868300000,10,125000
device-2365,BF19C7D65D8FCEDE,0869DB28,2024-09-02T13:01:47,30.19,53.83,955.8,4.13,2.19,-89,-3.46,38.953961,-58.510359,admit-seem-debate,869500000,11,250000
device-3216,EBD69AD002A47B19,57688923,2024-11-15T10:23:29,47.12,17.1,1034.9,3.88,3.14,-120,-4.45,-9.43244,-170.76299,call-her-when-near,868300000,10,125000
device-2482,ED59CBB084CD82C5,6718FAC7,2024-10-09T03:11:22,-7.77,31.43,1013.7,2.49,4.24,-61,3.62,-20.500321,15.636974,value-loss-morning,869500000,11,250000
device-0254,1C5A61920DEC0E7A,C8C8C2E1,2025-02-02T21:07:35,23.99,13.19,1046.4,2.2,4.58,-61,-12.89,78.424477,-86.60542,run-also-despite,868300000,7,125000
device-4809,355922A955248C2C,2CBB14B2,2024-11-17T07:46:22,-8.04,67.93,1038.5,3.42,2.78,-58,-6.5,-52.941018,-148.696175,large-network,869500000,8,125000
device-3158,E005C9E643A2356B,95ED77CA,2025-03-28T15:53:07,16.6,52.22,952.2,3.28,1.26,-75,2.6,-25.451288,-148.13292,wish-wait-member,867100000,10,250000
device-4736,89C9E24194F2D3BB,FF1318B5,2024-11-13T02:03:40,37.56,16.92,976.6,1.89,1.89,-106,-17.88,8.849795,-70.823755,report-move,869500000,8,250000
device-4437,D36115D14B9FA29D,98E335CE,2024-07-25T16:08:19,42.9,88.91,964.1,4.62,1.8,-90,-9.91,66.291508,170.660293,go-oil-herself,869500000,11,250000
device-0203,4E72323ECFBA835D,71972A0F,2025-01-27T19:25:20,39.04,42.11,1003.2,4.3,0.8,-91,-11.82,-47.965599,15.443581,partner-light-list,869500000,12,125000
device-2760,7729AAE8D70DAFAE,60835E8F,2025-01-23T07:09:37,16.74,27.01,982.7,1.67,3.95,-36,6.41,49.020766,-107.809993,per-by-area-fly,867100000,12,250000
device-4265,D0F7F070D2E6EC7D,665F982D,2024-12-17T06:27:50,5.2,27.37,968.1,2.32,3.89,-63,-11.0,-62.906223,138.592173,effort-rest-heavy,868300000,9,250000
device-4797,D9ED46BF3E57EFF2,BBDCB138,2025-01-25T12:05:19,14.76,77.37,993.1,4.92,4.9,-41,-13.5,32.995778,-65.594962,student-four-sense,868300000,10,125000
device-1867,C2097896AA52C666,472679A3,2025-03-01T18:53:45,45.31,62.8,1020.2,0.6,1.67,-62,3.64,13.169514,-155.350862,month-white-rich,868300000,8,125000
device-0428,5A685C194DE0EAF9,078BF175,2024-11-24T07:25:16,32.33,57.79,985.2,3.89,0.62,-81,-12.58,-17.832951,4.791625,too-dog-hospital,868300000,7,250000
device-4668,32E310059230E104,8421DAD7,2024-10-03T17:34:11,39.14,58.21,1032.0,3.62,3.68,-34,9.58,31.69156,-101.821233,wish-meet-color,868300000,12,125000
device-2752,C8B8F13AB1B285E8,B8A5B73B,2025-04-23T10:04:41,30.39,82.26,1004.3,1.47,2.86,-42,-2.55,-34.549466,-43.728301,apply-mind,868300000,7,125000
device-3363,6F9175AE37865658,9E9B41CE,2024-10-10T08:38:17,38.05,36.52,956.4,1.37,1.98,-48,-15.24,-23.672787,-76.694036,whose-business-site,867100000,7,125000
device-4139,2DBB2693462191D4,BF34D6E5,2025-05-23T04:23:13,37.08,16.72,971.4,1.27,3.97,-104,-17.22,69.609669,-32.165319,site-table-top,868300000,8,125000
device-2115,6BB26CC2B75890AC,D3B9A678,2025-02-11T09:10:07,4.78,64.11,1003.3,0.92,4.97,-32,9.11,55.885342,113.531372,for-claim-finish,869500000,8,250000
device-4457,AC77C540996F30DE,0F262781,2025-06-10T11:49:33,4.92,82.54,957.4,4.01,2.42,-41,1.72,-88.624224,-80.606685,tax-occur-high,868300000,8,125000
device-3709,BBB1D7D443FE3372,894FAD85,2025-04-12T03:00:22,35.0,58.63,1022.5,1.29,2.88,-81,9.78,-74.726566,106.504664,letter-end-always,869500000,12,250000
device-3973,6C1743E7C2D0DF22,1786843E,2025-06-22T06:35:11,34.85,29.44,997.3,3.29,2.36,-46,14.96,69.517902,-172.49161,knowledge-color,867100000,7,125000
device-0941,AD6633F5CB92C92F,2AA493EA,2025-02-05T00:06:53,-4.75,38.09,1001.0,2.5,2.42,-91,-15.38,-67.508588,110.194619,man-church-enjoy,867100000,11,250000
device-2735,D662DC07EFFB0758,D3B8B53D,2025-02-18T13:00:56,32.21,71.04,1006.2,4.26,2.77,-110,5.54,-1.795611,-127.545664,whose-white-say-end,868300000,12,125000
device-1050,20A0FE19F513CEB8,81CF004C,2025-01-15T02:20:04,-4.4,74.87,1024.3,4.1,1.46,-32,7.06,-29.762894,73.597388,material-factor-up,869500000,11,250000
device-1452,9687B381DC9A267D,45A1BC80,2025-02-02T02:06:54,26.85,56.15,1037.3,0.7,2.6,-89,14.55,32.976018,129.233456,experience-east,867100000,12,125000
device-3207,018EEF08145C0DB9,4A329455,2025-01-20T23:02:07,21.17,23.58,971.0,3.44,4.68,-108,-5.94,8.534382,153.532066,wear-prevent-game,867100000,7,250000
device-3521,71B1800999A39A02,CFC8C59E,2024-09-25T20:20:48,25.53,81.75,1002.6,2.82,2.07,-49,-19.28,-58.118152,-69.484597,news-clearly-mr,867100000,12,125000
device-4202,EB2EB31FF2FAB3F3,31949EFE,2024-12-06T20:17:20,24.04,36.63,988.6,2.17,3.57,-105,-14.6,-31.171059,105.655306,conference-this,867100000,12,125000
device-3814,D7244C2F12619579,CB28342C,2025-04-15T09:19:59,40.95,56.92,1025.6,1.65,1.32,-86,-7.78,-42.316584,-127.42447,choice-factor,867100000,11,125000
device-0400,0CC2D3E0AA4E4D2F,E48A78AD,2025-07-10T02:10:41,16.07,76.8,1014.3,2.79,1.06,-32,-15.86,52.783903,170.617616,investment-produce,869500000,10,125000
device-1352,B4D2CE10638A3947,F063CEF0,2024-12-30T19:08:12,22.56,70.49,950.9,2.29,1.12,-116,5.51,56.224867,90.695989,hold-morning-six,867100000,10,125000
device-4792,784113F27000833A,B4D32D09,2025-06-09T10:51:51,18.56,87.58,980.1,2.48,1.34,-119,-9.43,54.630276,97.114481,threat-result-door,869500000,9,250000
device-3208,5553545A2FC01A9E,6B66F8B1,2025-03-05T16:10:18,17.47,82.6,1025.3,4.45,0.69,-115,8.45,89.63831,140.26028,network-product,868300000,11,250000
device-0890,C5D9046537706CB9,DB41124E,2025-03-24T05:24:55,47.13,64.7,1034.1,4.91,4.53,-105,-5.67,84.627734,-15.038297,research-carry,869500000,12,250000
device-0576,E07DCBBD25A4168F,C6F23B09,2025-02-09T19:19:52,44.46,20.29,1036.0,3.63,4.22,-115,-2.77,34.327832,-14.379983,floor-democrat-team,867100000,12,250000
device-1460,6348D0E8B7B4DB28,500EC72A,2025-02-10T02:25:10,23.26,88.39,969.8,4.14,4.05,-33,11.61,-50.276636,25.422065,large-budget-save,869500000,11,250000
device-1265,E862738492603863,3DBC1290,2024-07-17T23:17:56,49.77,53.66,1032.6,0.98,4.21,-106,2.99,79.638975,157.436493,put-choice,868300000,11,250000
device-1072,81B2805BD29A15EF,7F0F0681,2024-09-02T01:53:31,-0.78,56.9,1018.4,1.83,0.67,-54,-16.69,-84.174831,-137.341893,person-spend,867100000,7,125000
device-1590,568CDCD79CCBE496,529F3E45,2024-11-14T12:29:05,-3.91,89.36,1018.9,1.76,1.36,-77,-9.85,-16.220418,51.609424,movie-high,869500000,10,250000
device-3235,BB215A439BBE9B9E,D7175E3D,2025-06-01T20:30:15,49.5,83.08,973.1,4.45,2.32,-54,7.27,-64.66307,66.22849,movement-high,868300000,10,125000
device-4377,DEBA4A2FD26EBA71,33D91230,2024-07-21T21:12:28,32.75,85.56,984.3,2.38,3.84,-96,-3.55,58.182533,-71.873337,decade-less,869500000,8,125000
device-3698,298A8BB1835D6938,961D7799,2025-07-04T23:33:07,43.67,81.44,974.5,4.5,4.36,-33,13.32,-56.773364,165.105427,crime-alone-chance,869500000,7,125000
device-3510,51D06CB84824A5AC,01133E6D,2024-09-16T17:03:31,32.18,75.97,993.1,1.11,1.33,-40,8.53,-46.546326,-74.962165,author,867100000,8,250000
device-4427,216DDD118A6FD708,24DDB5D0,2024-11-13T02:08:46,11.42,78.53,1043.4,0.82,3.7,-97,-15.09,13.101189,71.938664,medical-leg-may,867100000,10,125000
device-4765,7B47097024B99A85,A1A21B8C,2025-06-20T16:58:18,3.45,51.8,972.4,4.9,3.31,-114,12.7,-85.819905,-142.893521,two-exist-dinner,869500000,10,250000
device-0626,CBBE180F519C19A5,D1D330C1,2024-08-23T15:03:22,41.6,34.79,973.5,3.63,0.58,-81,7.1,15.150459,173.961751,life-part-question,869500000,10,125000
device-1318,BE8C4EB77818EAF8,2E905096,2024-12-07T00:45:55,21.2,58.23,1026.4,4.7,2.33,-116,10.98,37.399703,-124.69087,common-certain,869500000,7,125000
device-1582,DF52F9FADFA2D69E,ED38414D,2024-11-02T02:14:32,12.0,82.66,1031.3,4.54,1.14,-115,8.83,34.024728,18.865884,next-field-foreign,869500000,11,125000
device-0871,68DC3FDC0F929CDA,99F2CD45,2024-08-28T08:27:32,-9.94,81.44,996.4,3.3,3.56,-38,0.93,27.125538,6.193314,development,869500000,8,125000
device-1421,C2F0BA33237BEC71,43A6F783,2025-07-04T19:06:08,12.37,18.22,1025.1,4.51,0.97,-57,11.45,-21.437779,-102.895044,call-until-thousand,868300000,7,250000
device-2415,C7A329DEEBCF53C8,404AC922,2025-05-06T21:25:36,29.76,78.66,1000.8,4.39,2.78,-68,2.2,82.015447,139.24741,mention-sell-suffer,868300000,12,125000
device-3940,042982641097D368,D628196D,2025-05-03T03:44:35,23.41,16.56,989.7,4.04,0.96,-115,-18.6,-7.308411,108.738394,responsibility,867100000,8,125000
device-4721,259EC853DC29C965,A7F8FCB4,2025-05-27T04:42:34,44.27,72.47,1010.0,2.52,4.84,-37,5.49,50.208627,-9.719037,camera-send,867100000,10,250000
device-2704,309C75D4418476BF,72F4A72D,2025-03-12T23:48:30,35.0,40.25,1049.7,2.3,3.91,-71,-2.68,75.039317,59.526472,stand-official-ever,869500000,10,250000
device-1399,8EF10CDD2BE50517,22577590,2025-03-27T20:54:43,14.47,68.07,1021.8,2.07,1.29,-105,-13.4,-5.373884,-165.215127,around-information,867100000,9,125000
device-1108,1C34F06486FB6572,60B6648C,2025-04-22T22:37:10,44.14,64.31,973.5,0.62,4.93,-76,-1.52,14.664709,161.906079,though-relate-treat,867100000,8,125000
device-3236,9E9A24D97D800790,10295EAD,2024-09-21T01:58:43,44.69,79.93,964.1,1.7,3.48,-89,-12.17,81.247522,-127.521243,candidate-mrs-son,867100000,12,250000
device-1244,9CA3416AB073C034,9602F06D,2025-06-28T09:56:01,30.92,72.71,977.9,0.84,1.89,-38,-13.56,75.258913,-66.016124,position,868300000,8,125000
device-3055,4820999C6850569E,89A77AE6,2024-10-14T18:37:44,-8.54,71.11,983.0,2.64,3.7,-115,-16.33,65.793171,-56.31926,newspaper-impact,869500000,11,250000
device-4405,430F368476D509C8,C118EBFE,2025-03-06T20:04:08,-5.94,31.48,959.9,0.73,0.54,-60,3.11,89.706883,63.781848,strong-like-month,869500000,8,250000
device-4371,4C3AF00054B8BF5E,47E66C4C,2025-06-04T03:02:08,23.52,20.23,1002.8,1.3,2.96,-89,-9.98,-66.640395,-38.468548,pull-pick-arm-tax,868300000,8,250000
device-0206,F2A64B21FD4650DD,4F477970,2025-03-13T23:45:52,16.27,16.95,1024.2,1.66,3.31,-94,-10.71,85.964133,29.978762,few-area-figure,868300000,9,125000
device-0097,E9A0EEC99A85E676,B2AF7E98,2024-11-02T19:12:07,6.64,73.71,954.8,0.84,3.54,-75,4.56,-29.384911,-91.106595,tend-civil-worker,867100000,9,125000
device-2510,3EDAC678F4C95BDA,6DB9E8FB,2024-11-28T21:48:27,27.93,62.43,971.9,3.42,2.02,-93,11.78,-18.602937,-135.132652,south-most-hear,867100000,7,125000
device-4071,8E187C49FED0DB80,D9FDA696,2024-08-15T00:28:58,27.84,29.54,976.1,3.4,4.92,-45,10.38,-21.084003,-136.744454,life-better-mr,867100000,11,125000
device-0019,0ED649CA6F6FC8F8,F2A5E669,2025-01-27T00:11:19,3.57,79.85,965.4,4.68,2.18,-69,10.18,48.549567,-149.593979,collection-help,868300000,7,125000
device-4701,43F70084C941AC2C,14307CB9,2024-10-16T13:21:18,-0.49,75.77,1016.7,4.14,2.7,-89,-4.71,-52.66954,-91.491207,through-democratic,867100000,10,125000
device-3805,770A3C3CCFE30C51,AA554424,2025-02-04T04:44:02,44.98,70.31,972.9,1.92,1.65,-65,4.11,3.620733,14.52576,out-southern,869500000,11,250000
device-0441,7BC6EC126DB5EED4,AA6228B6,2024-09-27T23:12:07,36.16,56.64,1012.2,1.18,0.83,-89,4.42,75.123561,-116.809734,cover-together,867100000,9,250000
device-2733,E7A7885034939B80,5A387DEE,2025-07-11T22:24:28,40.62,19.14,970.7,1.1,4.86,-87,-16.65,-89.513748,172.374736,crime-box-alone,869500000,7,250000
device-4443,BECD16E81EFD3F29,708298AC,2025-05-14T09:42:15,-9.12,21.27,967.3,4.13,2.93,-117,-2.0,50.052445,-151.733498,after-trouble,867100000,11,125000
device-4551,1397DDD5C3DFF8F6,BE1DFA55,2025-01-23T20:25:07,25.6,45.06,1022.8,3.46,0.76,-92,-14.0,39.030583,-49.8267,word-five-small,869500000,9,125000
device-2446,BC79F2177413BA3E,0197ADAF,2024-12-23T21:09:40,34.6,54.54,993.2,3.74,2.76,-51,-4.17,46.6374,36.256872,rest-prevent-face,869500000,10,125000
